name,year,reclat,reclong,mass
Elephant Moraine 90793,1990,-76.28317,156.46284,17.5
Elephant Moraine 90794,1990,-76.2823,156.46199,13.1
Elephant Moraine 90795,1990,-76.28774,156.43651,4.9
Elephant Moraine 90796,1990,-76.2858,156.46844,39.7
Elephant Moraine 90797,1990,-76.28233,156.47658,27.0
Elephant Moraine 90798,1990,-76.28535,156.44405,20.9
Elephant Moraine 90799,1990,-76.28668,156.44017,8.5
Elephant Moraine 90800,1990,-76.28425,156.43684,10.2
Elephant Moraine 90801,1990,-76.28739,156.43945,6.1
Elephant Moraine 90802,1990,-76.28402,156.43617,14.7
Elephant Moraine 90803,1990,-76.28734,156.46046,1.4
Elephant Moraine 90804,1990,-76.28653,156.44975,8.6
Elephant Moraine 90805,1990,-76.28725,156.43735,11.9
Elephant Moraine 90806,1990,-76.28241,156.46228,14.6
Elephant Moraine 90807,1990,-76.29001,156.43971,3.2
Elephant Moraine 90808,1990,-76.28631,156.4343,5.2
Elephant Moraine 90809,1990,-76.2874,156.43732,5.0
Elephant Moraine 90810,1990,-76.28324,156.46829,19.5
Elephant Moraine 90811,1990,-76.2826,156.4618,6.1
Elephant Moraine 90812,1990,-76.28526,156.4504,3.5
Elephant Moraine 90813,1990,-76.28631,156.4499,2.6
Elephant Moraine 90814,1990,-76.28735,156.43985,6.3
Elephant Moraine 90815,1990,-76.28235,156.44806,43.2
Elephant Moraine 90816,1990,-76.288,156.44044,11.0
Elephant Moraine 90817,1990,-76.2886,156.43297,3.3
Elephant Moraine 90818,1990,-76.28187,156.45518,13.2
Elephant Moraine 90819,1990,-76.28373,156.45834,23.9
Elephant Moraine 90820,1990,-76.28198,156.45502,0.9
Elephant Moraine 90821,1990,-76.28427,156.45955,5.5
Elephant Moraine 90822,1990,-76.28563,156.43867,8.5
Elephant Moraine 90823,1990,-76.28516,156.46083,1.8
Elephant Moraine 90824,1990,-76.28732,156.44992,2.1
Elephant Moraine 90825,1990,-76.28127,156.45631,7.2
Elephant Moraine 90826,1990,-76.28373,156.46716,25.7
Elephant Moraine 90827,1990,-76.28738,156.44135,4.0
Elephant Moraine 90828,1990,-76.28538,156.4342,15.1
Elephant Moraine 90829,1990,-76.28958,156.4563,7.6
Elephant Moraine 90830,1990,-76.28587,156.44218,7.4
Elephant Moraine 90831,1990,-76.28071,156.45093,3.0
Elephant Moraine 90832,1990,-76.28238,156.49532,59.9
Elephant Moraine 90833,1990,-76.27318,156.5121,26.1
Elephant Moraine 90834,1990,-76.2864,156.49367,40.0
Elephant Moraine 90835,1990,-76.27266,156.50435,29.1
Elephant Moraine 90836,1990,-76.28274,156.47276,6.9
Elephant Moraine 90837,1990,-76.28545,156.4824,40.6
Elephant Moraine 90838,1990,-76.28565,156.48143,68.4
Elephant Moraine 90839,1990,-76.27908,156.53304,52.5
Elephant Moraine 90840,1990,-76.28716,156.48633,19.0
Elephant Moraine 90910,1990,-76.28196,156.47777,4.0
Elephant Moraine 90841,1990,-76.28683,156.48354,19.5
Elephant Moraine 90842,1990,-76.28015,156.48001,18.6
Elephant Moraine 90843,1990,-76.28681,156.49213,20.0
Elephant Moraine 90844,1990,-76.28281,156.5055,26.1
Elephant Moraine 90845,1990,-76.27793,156.48952,21.3
Elephant Moraine 90846,1990,-76.27538,156.5118,29.9
Elephant Moraine 90847,1990,-76.27989,156.48137,42.3
Elephant Moraine 90848,1990,-76.2661,156.51826,68.2
Elephant Moraine 90849,1990,-76.2873,156.48477,40.3
Elephant Moraine 90850,1990,-76.27994,156.50072,19.7
Elephant Moraine 90851,1990,-76.28021,156.51228,29.1
Elephant Moraine 90852,1990,-76.28259,156.51106,37.9
Elephant Moraine 90853,1990,-76.28183,156.51071,32.7
Elephant Moraine 90854,1990,-76.28264,156.49638,49.8
Elephant Moraine 90855,1990,-76.28631,156.4723,13.8
Elephant Moraine 90856,1990,-76.28339,156.5057,29.9
Elephant Moraine 90857,1990,-76.28258,156.4892,10.3
Elephant Moraine 90858,1990,-76.28686,156.47993,21.9
Elephant Moraine 90859,1990,-76.28739,156.47888,26.2
Elephant Moraine 90860,1990,-76.28501,156.47914,26.2
Elephant Moraine 90861,1990,-76.26597,156.50659,38.9
Elephant Moraine 90862,1990,-76.28466,156.4818,9.6
Elephant Moraine 90863,1990,-76.26919,156.51865,10.7
Elephant Moraine 90864,1990,-76.27481,156.50133,3.7
Elephant Moraine 90865,1990,-76.27276,156.4982,9.6
Elephant Moraine 90866,1990,-76.27915,156.49367,13.3
Elephant Moraine 90867,1990,-76.2699,156.50558,7.9
Elephant Moraine 90868,1990,-76.28292,156.48988,32.0
Elephant Moraine 90869,1990,-76.28538,156.4963,23.8
Elephant Moraine 90870,1990,-76.28485,156.5048,72.4
Elephant Moraine 90871,1990,-76.28791,156.47643,38.4
Elephant Moraine 90872,1990,-76.28503,156.4941,46.1
Elephant Moraine 90873,1990,-76.28454,156.4819,39.2
Elephant Moraine 90874,1990,-76.27403,156.50262,30.9
Elephant Moraine 90911,1990,-76.26579,156.50732,3.0
Elephant Moraine 90875,1990,-76.28667,156.4847,16.1
Elephant Moraine 90876,1990,-76.28205,156.4896,19.0
Elephant Moraine 90877,1990,-76.27256,156.51212,15.8
Elephant Moraine 90878,1990,-76.28009,156.48,10.8
Elephant Moraine 90879,1990,-76.28569,156.49454,32.5
Elephant Moraine 90880,1990,-76.27498,156.50899,41.4
Elephant Moraine 90881,1990,-76.27835,156.49957,19.8
Elephant Moraine 90882,1990,-76.28771,156.48193,24.3
Elephant Moraine 90883,1990,-76.28175,156.5048,71.0
Elephant Moraine 90884,1990,-76.28452,156.48347,19.6
Elephant Moraine 90885,1990,-76.26933,156.52623,66.6
Elephant Moraine 90886,1990,-76.28555,156.47914,14.8
Elephant Moraine 90887,1990,-76.27455,156.51231,7.5
Elephant Moraine 90888,1990,-76.28536,156.49203,25.0
Elephant Moraine 90889,1990,-76.28236,156.50706,48.3
Elephant Moraine 90890,1990,-76.28622,156.49326,25.7
Elephant Moraine 90891,1990,-76.28497,156.49384,13.1
Elephant Moraine 90892,1990,-76.27089,156.4956,36.9
Elephant Moraine 90893,1990,-76.28185,156.4799,61.7
Elephant Moraine 90894,1990,-76.28509,156.48138,15.0
Elephant Moraine 90895,1990,-76.27688,156.49171,36.0
Elephant Moraine 90896,1990,-76.2806,156.49971,13.9
Elephant Moraine 90897,1990,-76.28458,156.5046,14.8
Elephant Moraine 90898,1990,-76.28211,156.50603,36.7
Elephant Moraine 90899,1990,-76.28791,156.49406,14.1
Elephant Moraine 90900,1990,-76.28431,156.477,23.4
Elephant Moraine 90901,1990,-76.27526,156.5331,70.5
Elephant Moraine 90902,1990,-76.27998,156.48021,13.2
Elephant Moraine 90903,1990,-76.28351,156.4814,17.8
Elephant Moraine 90904,1990,-76.28729,156.47585,10.1
Elephant Moraine 90905,1990,-76.26876,156.5134,8.4
Elephant Moraine 90906,1990,-76.27316,156.49866,9.8
Elephant Moraine 90907,1990,-76.28118,156.49524,30.1
Elephant Moraine 90908,1990,-76.28461,156.5046,9.4
Elephant Moraine 90909,1990,-76.26825,156.49748,6.4
Elephant Moraine 90912,1990,-76.2733,156.48695,0.2
Elephant Moraine 90913,1990,-76.28384,156.47414,23.8
Elephant Moraine 90914,1990,-76.28806,156.47054,2.9
Elephant Moraine 90915,1990,-76.26869,156.49893,6.1
Elephant Moraine 90916,1990,-76.26579,156.5072,4.6
Elephant Moraine 90917,1990,-76.27453,156.4303,47.9
Elephant Moraine 90918,1990,-76.26684,156.44994,0.6
Elephant Moraine 90919,1990,-76.2692,156.46375,0.2
Elephant Moraine 90920,1990,-76.26769,156.44136,36.6
Elephant Moraine 90921,1990,-76.27121,156.43555,32.2
Elephant Moraine 90922,1990,-76.26855,156.4379,55.7
Elephant Moraine 90923,1990,-76.27487,156.43434,54.6
Elephant Moraine 90924,1990,-76.27689,156.43492,4.5
Elephant Moraine 90925,1990,-76.2757,156.42476,45.1
Elephant Moraine 90926,1990,-76.26946,156.43994,37.2
Elephant Moraine 90927,1990,-76.2705,156.43542,22.9
Elephant Moraine 90928,1990,-76.27406,156.43205,28.5
Elephant Moraine 90929,1990,-76.27509,156.42969,43.4
Elephant Moraine 90930,1990,-76.27432,156.44064,19.7
Elephant Moraine 90931,1990,-76.2735,156.4304,17.4
Elephant Moraine 90932,1990,-76.27447,156.44173,23.4
Elephant Moraine 90933,1990,-76.26857,156.4367,53.2
Elephant Moraine 90934,1990,-76.26955,156.43758,13.7
Elephant Moraine 90935,1990,-76.27239,156.4328,17.2
Elephant Moraine 90936,1990,-76.26984,156.43535,25.5
Elephant Moraine 90937,1990,-76.27538,156.42935,11.0
Elephant Moraine 90938,1990,-76.2721,156.42752,23.0
Elephant Moraine 90939,1990,-76.27182,156.43385,10.5
Elephant Moraine 90940,1990,-76.26729,156.44218,18.0
Elephant Moraine 90941,1990,-76.27668,156.52531,15.6
Elephant Moraine 90942,1990,-76.26747,156.44206,3.1
Elephant Moraine 90943,1990,-76.26758,156.44115,9.7
Elephant Moraine 90944,1990,-76.27406,156.43687,21.7
Elephant Moraine 90945,1990,-76.27449,156.42786,41.2
Elephant Moraine 90946,1990,-76.27827,156.43924,6.7
Elephant Moraine 90947,1990,-76.27457,156.43028,5.6
Elephant Moraine 90948,1990,-76.27646,156.43239,23.9
Elephant Moraine 90949,1990,-76.27253,156.43307,19.8
Elephant Moraine 90950,1990,-76.27362,156.43083,45.6
Elephant Moraine 90951,1990,-76.26823,156.43962,52.7
Elephant Moraine 90952,1990,-76.27103,156.4381,21.5
Elephant Moraine 90953,1990,-76.27111,156.43756,18.7
Elephant Moraine 90954,1990,-76.27205,156.43567,14.9
Elephant Moraine 90955,1990,-76.27683,156.43768,28.3
Elephant Moraine 90956,1990,-76.27573,156.43086,60.0
Elephant Moraine 90957,1990,-76.27112,156.43604,15.1
Elephant Moraine 90958,1990,-76.27835,156.42812,27.4
Elephant Moraine 90959,1990,-76.27537,156.44138,20.6
Elephant Moraine 90960,1990,-76.27323,156.43365,54.8
Elephant Moraine 90961,1990,-76.27207,156.43683,13.1
Elephant Moraine 90962,1990,-76.27247,156.43459,12.9
Elephant Moraine 90963,1990,-76.26762,156.44101,11.6
Elephant Moraine 90964,1990,-76.26923,156.43909,26.6
Elephant Moraine 90965,1990,-76.26804,156.43741,45.1
Elephant Moraine 90966,1990,-76.26962,156.44057,68.8
Elephant Moraine 90967,1990,-76.27678,156.43611,47.0
Elephant Moraine 90968,1990,-76.26852,156.44275,4.8
Elephant Moraine 90969,1990,-76.27885,156.43785,2.9
Elephant Moraine 90970,1990,-76.26822,156.43948,1.5
Elephant Moraine 90971,1990,-76.27072,156.43456,16.3
Elephant Moraine 90972,1990,-76.26747,156.44215,2.1
Elephant Moraine 90973,1990,-76.27599,156.43265,18.0
Elephant Moraine 90974,1990,-76.27534,156.44147,15.5
Elephant Moraine 90975,1990,-76.27045,156.43823,11.3
Elephant Moraine 90976,1990,-76.27015,156.43852,2.9
Elephant Moraine 90977,1990,-76.27696,156.43942,4.0
Elephant Moraine 90978,1990,-76.26868,156.44125,4.8
Elephant Moraine 90979,1990,-76.2776,156.43494,0.8
Elephant Moraine 90980,1990,-76.2713,156.43391,13.8
Elephant Moraine 90981,1990,-76.27104,156.4357,3.8
Elephant Moraine 90982,1990,-76.2686,156.43729,8.5
Elephant Moraine 90983,1990,-76.27417,156.43974,1.2
Elephant Moraine 90984,1990,-76.27404,156.43114,1.9
Elephant Moraine 90985,1990,-76.26785,156.44032,1.2
Elephant Moraine 90986,1990,-76.2675,156.44221,1.2
Elephant Moraine 90987,1990,-76.27103,156.43552,15.8
Elephant Moraine 90988,1990,-76.26811,156.43845,2.8
Elephant Moraine 90989,1990,-76.27334,156.44289,3.9
Elephant Moraine 90990,1990,-76.27802,156.4766,16.1
Elephant Moraine 90991,1990,-76.27151,156.45692,6.6
Elephant Moraine 90992,1990,-76.27739,156.42204,5.7
Elephant Moraine 90993,1990,-76.27163,156.4423,49.7
Elqui,1990,,,260.0
Felt (b),1990,36.58333,-102.7,5590.0
Forrest 014,1990,-30.78333,127.75,104.0
Forrest 015,1990,-30.78333,127.8,82.0
Frontier Mountain 90006,1990,-72.97296,160.48444,18.3
Frontier Mountain 90007,1990,-72.95341,160.52174,5.9
Frontier Mountain 90008,1990,-72.95488,160.47328,1.6
Frontier Mountain 90009,1990,-72.95381,160.50645,4.9
Frontier Mountain 90010,1990,-72.95404,160.52235,5.5
Frontier Mountain 90011,1990,-72.95488,160.47328,1.8
Frontier Mountain 90016,1990,-72.954,160.50404,3.6
Frontier Mountain 90017,1990,-72.95381,160.50645,2.3
Frontier Mountain 90019,1990,-72.95488,160.47328,2.0
Frontier Mountain 90020,1990,-72.95556,160.44775,0.8
Frontier Mountain 90021,1990,-72.95488,160.47328,1.3
Frontier Mountain 90022,1990,-72.95488,160.47328,10.8
Frontier Mountain 90023,1990,-72.95488,160.47328,2.7
Frontier Mountain 90024,1990,-72.95488,160.47328,16.5
Frontier Mountain 90025,1990,-72.95404,160.50371,11.8
Frontier Mountain 90026,1990,-72.95413,160.50523,5.5
Frontier Mountain 90027,1990,-72.95404,160.50371,16.0
Frontier Mountain 90028,1990,-72.95359,160.50952,18.8
Frontier Mountain 90029,1990,-72.9535,160.51411,16.5
Frontier Mountain 90030,1990,-72.95315,160.52359,7.2
Frontier Mountain 90031,1990,-72.95261,160.5268,8.4
Frontier Mountain 90032,1990,-72.95488,160.47328,1.6
Frontier Mountain 90033,1990,-72.95556,160.46457,7.5
Frontier Mountain 90034,1990,-72.95556,160.45233,6.4
Frontier Mountain 90035,1990,-72.9531,160.45004,81.2
Frontier Mountain 90036,1990,-72.95328,160.43935,34.6
Frontier Mountain 90037,1990,-72.9544,160.49911,13.1
Frontier Mountain 90038,1990,-72.95431,160.50142,3.3
Frontier Mountain 90039,1990,-72.95395,160.50401,8.8
Frontier Mountain 90040,1990,-72.95395,160.50404,5.2
Frontier Mountain 90041,1990,-72.95377,160.50404,5.1
Frontier Mountain 90042,1990,-72.9539,160.50632,14.7
Frontier Mountain 90043,1990,-72.96752,160.44347,38.4
Frontier Mountain 90044,1990,-72.95806,160.48796,10.2
Frontier Mountain 90045,1990,-72.95623,160.43854,21.8
Frontier Mountain 90046,1990,-72.95596,160.43857,9.46
Frontier Mountain 90047,1990,-72.95337,160.52512,19.0
Frontier Mountain 90048,1990,-72.95489,160.43796,20.3
Frontier Mountain 90049,1990,-72.9556,160.43857,9.5
Frontier Mountain 90050,1990,-72.9556,160.43857,15.8
Frontier Mountain 90051,1990,-72.95346,160.52512,8.1
Frontier Mountain 90052,1990,-72.95623,160.43857,34.2
Frontier Mountain 90053,1990,-72.95506,160.43857,9.3
Frontier Mountain 90054,1990,-72.95578,160.43857,17.5
Frontier Mountain 90055,1990,-72.95341,160.52174,4.6
Frontier Mountain 90056,1990,-72.95538,160.43796,9.4
Frontier Mountain 90057,1990,-72.95265,160.51518,3.8
Frontier Mountain 90058,1990,-72.95547,160.43796,28.0
Frontier Mountain 90059,1990,-72.95417,160.52512,30.4
Frontier Mountain 90060,1990,-72.9556,160.43854,0.89
Frontier Mountain 90061,1990,-72.95279,160.51472,8.4
Frontier Mountain 90062,1990,-72.95328,160.44087,6.2
Frontier Mountain 90063,1990,-72.9531,160.4378,0.49
Frontier Mountain 90064,1990,-72.95457,160.50374,3.5
Frontier Mountain 90065,1990,-72.95431,160.50221,5.7
Frontier Mountain 90066,1990,-72.95359,160.50952,8.9
Frontier Mountain 90067,1990,-72.95431,160.5013,8.9
Frontier Mountain 90068,1990,-72.9531,160.44087,4.8
Frontier Mountain 90069,1990,-72.95431,160.50066,17.7
Frontier Mountain 90070,1990,-72.95457,160.50221,27.0
Frontier Mountain 90072,1990,-72.95488,160.47328,108.1
Frontier Mountain 90073,1990,-72.95563,160.46457,20.6
Frontier Mountain 90074,1990,-72.95556,160.46457,7.7
Frontier Mountain 90075,1990,-72.95364,160.44301,21.0
Frontier Mountain 90076,1990,-72.95607,160.45233,10.5
Frontier Mountain 90077,1990,-72.95556,160.45845,3.2
Frontier Mountain 90095,1990,-72.95386,160.50645,3.7
Frontier Mountain 90096,1990,-72.95386,160.51257,6.9
Frontier Mountain 90097,1990,-72.95341,160.52206,2.2
Frontier Mountain 90098,1990,-72.95341,160.51288,5.3
Frontier Mountain 90099,1990,-72.95404,160.53659,3.7
Frontier Mountain 90100,1990,-72.95489,160.4343,1.3
Frontier Mountain 90101,1990,-72.95489,160.44469,1.1
Frontier Mountain 90102,1990,-72.95488,160.47328,7.2
Frontier Mountain 90103,1990,-72.95493,160.44286,1.9
Frontier Mountain 90104,1990,-72.95404,160.50188,10.9
Frontier Mountain 90107,1990,-72.95488,160.47328,10.3
Frontier Mountain 90108,1990,-72.95417,160.50218,2.2
Frontier Mountain 90112,1990,-72.95489,160.44347,3.1
Frontier Mountain 90122,1990,-72.95435,160.44148,1.7
Frontier Mountain 90123,1990,-72.95319,160.43935,1.5
Frontier Mountain 90124,1990,-72.95399,160.50404,5.6
Frontier Mountain 90125,1990,-72.95488,160.47328,2.8
Frontier Mountain 90126,1990,-72.95488,160.47328,1.8
Frontier Mountain 90127,1990,-72.96222,160.48444,13.55
Frontier Mountain 90128,1990,-72.956,160.44775,6.5
Frontier Mountain 90129,1990,-72.95431,160.50127,1.9
Frontier Mountain 90130,1990,-72.95488,160.47328,15.5
Frontier Mountain 90131,1990,-72.95511,160.48444,9.2
Frontier Mountain 90132,1990,-72.96002,160.48444,6.22
Frontier Mountain 90133,1990,-72.95488,160.47328,0.61
Frontier Mountain 90134,1990,-72.95404,160.50371,3.04
Frontier Mountain 90135,1990,-72.95404,160.50401,15.4
Frontier Mountain 90136,1990,-72.95413,160.50371,2.2
Frontier Mountain 90137,1990,-72.95341,160.51411,4.89
Frontier Mountain 90138,1990,-72.95315,160.5245,4.48
Frontier Mountain 90139,1990,-72.9527,160.5268,2.18
Frontier Mountain 90140,1990,-72.95556,160.46442,1.28
Frontier Mountain 90141,1990,-72.9531,160.43935,2.1
Frontier Mountain 90142,1990,-72.95556,160.45386,14.9
Frontier Mountain 90143,1990,-72.95556,160.4508,9.0
Frontier Mountain 90144,1990,-72.95556,160.45631,4.8
Frontier Mountain 90145,1990,-72.95431,160.50066,7.1
Frontier Mountain 90147,1990,-72.95431,160.50145,5.4
Frontier Mountain 90148,1990,-72.95359,160.50952,10.2
Frontier Mountain 90149,1990,-72.95341,160.52174,13.8
Frontier Mountain 90150,1990,-72.9535,160.52666,16.66
Frontier Mountain 90151,1990,-72.95564,160.51257,33.6
Frontier Mountain 90152,1990,-72.95556,160.4661,18.3
Frontier Mountain 90153,1990,-72.95404,160.53812,8.5
Frontier Mountain 90154,1990,-72.95614,160.4343,107.1
Frontier Mountain 90155,1990,-72.95614,160.43443,72.06
Frontier Mountain 90156,1990,-72.95614,160.43506,31.82
Frontier Mountain 90157,1990,-72.95542,160.4343,9.73
Frontier Mountain 90158,1990,-72.95413,160.5034,23.33
Frontier Mountain 90159,1990,-72.95417,160.50325,7.22
Frontier Mountain 90160,1990,-72.95404,160.50371,23.32
Frontier Mountain 90161,1990,-72.95431,160.50066,32.44
Frontier Mountain 90162,1990,-72.95404,160.50371,14.81
Frontier Mountain 90163,1990,-72.95435,160.50937,24.05
Frontier Mountain 90164,1990,-72.95596,160.43857,80.8
Frontier Mountain 90165,1990,-72.95556,160.47221,2.1
Frontier Mountain 90166,1990,-72.9531,160.44698,24.41
Frontier Mountain 90167,1990,-72.95489,160.44469,10.84
Frontier Mountain 90168,1990,-72.95489,160.44621,14.26
Frontier Mountain 90170,1990,-72.95488,160.47328,2.53
Frontier Mountain 90171,1990,-72.95489,160.44316,13.4
Frontier Mountain 90172,1990,-72.95667,160.43857,65.86
Frontier Mountain 90173,1990,-72.95488,160.47328,3.56
Frontier Mountain 90174,1990,-72.95488,160.47328,12.65
Frontier Mountain 90175,1990,-72.95488,160.47328,15.03
Frontier Mountain 90176,1990,-72.95488,160.47328,1.61
Frontier Mountain 90177,1990,-72.95488,160.47328,0.32
Frontier Mountain 90178,1990,-72.95556,160.4661,5.06
Frontier Mountain 90179,1990,-72.95488,160.47328,2.05
Frontier Mountain 90180,1990,-72.95488,160.47328,7.5
Frontier Mountain 90182,1990,-72.99083,160.40833,12.45
Frontier Mountain 90183,1990,-72.95488,160.47328,5.88
Frontier Mountain 90184,1990,-72.95488,160.47328,2.18
Frontier Mountain 90185,1990,-72.95431,160.50127,4.05
Frontier Mountain 90186,1990,-72.95306,160.43916,3.09
Frontier Mountain 90189,1990,-72.95364,160.44283,2.66
Frontier Mountain 90190,1990,-72.95556,160.44775,3.93
Frontier Mountain 90192,1990,-72.95609,160.4603,48.01
Frontier Mountain 90196,1990,-72.95607,160.4508,2.01
Frontier Mountain 90197,1990,-72.95563,160.45233,2.57
Frontier Mountain 90198,1990,-72.99083,160.54083,0.93
Frontier Mountain 90199,1990,-72.95591,160.54134,0.66
Frontier Mountain 90200,1990,-72.95556,160.53778,3.19
Frontier Mountain 90201,1990,-72.95363,160.44283,11.5
Frontier Mountain 90202,1990,-72.95488,160.47328,9.73
Frontier Mountain 90203,1990,-72.95573,160.54408,11.31
Frontier Mountain 90204,1990,-72.95488,160.47328,12.55
Frontier Mountain 90205,1990,-72.99167,160.40889,7.13
Frontier Mountain 90206,1990,-72.95488,160.47328,1.48
Frontier Mountain 90207,1990,-72.95488,160.47328,4.04
Frontier Mountain 90208,1990,-72.95488,160.47328,2.21
Frontier Mountain 90209,1990,-72.95488,160.47328,1.67
Frontier Mountain 90210,1990,-72.95488,160.47328,2.31
Frontier Mountain 90211,1990,-72.95583,160.54028,10.92
Frontier Mountain 90212,1990,-72.95551,160.43643,3.7
Frontier Mountain 90214,1990,-72.95506,160.43918,1.85
Frontier Mountain 90215,1990,-72.95583,160.43832,5.55
Frontier Mountain 90217,1990,-72.95578,160.43857,1.19
Frontier Mountain 90218,1990,-72.95583,160.43832,3.18
Frontier Mountain 90220,1990,-72.95472,160.44167,0.96
Frontier Mountain 90221,1990,-72.9531,160.4479,3.25
Frontier Mountain 90222,1990,-72.95578,160.43857,2.58
Frontier Mountain 90224,1990,-72.95578,160.43857,14.91
Frontier Mountain 90225,1990,-72.95556,160.43832,8.4
Frontier Mountain 90226,1990,-72.95583,160.43832,24.79
Frontier Mountain 90227,1990,-72.95578,160.43857,2.45
Frontier Mountain 90228,1990,-72.95,160.43333,13.26
Frontier Mountain 90229,1990,-72.95528,160.44057,4.38
Frontier Mountain 90230,1990,-72.95528,160.44,3.98
Frontier Mountain 90231,1990,-72.955,160.44083,18.21
Frontier Mountain 90233,1990,-72.95611,160.43832,31.89
Frontier Mountain 90234,1990,-72.95564,160.44118,23.47
Frontier Mountain 90236,1990,-72.95645,160.44392,165.7
Frontier Mountain 90237,1990,-72.95472,160.44444,2.69
Frontier Mountain 90238,1990,-72.95506,160.43796,17.41
Frontier Mountain 90239,1990,-72.95489,160.44775,15.39
Frontier Mountain 90240,1990,-72.95489,160.44408,1.05
Frontier Mountain 90241,1990,-72.95564,160.44177,2.29
Frontier Mountain 90242,1990,-72.9556,160.43857,2.85
Frontier Mountain 90243,1990,-72.95547,160.44057,4.93
Gheriat 001,1990,30.65833,12.30667,20.8
Gheriat 002,1990,30.50667,12.215,1125.0
Hammadah al Hamra 001,1990,29.0,12.23333,19418.0
Hammadah al Hamra 002,1990,28.98333,12.15,375.0
Hammadah al Hamra 003,1990,28.98333,12.18333,2376.0
Hammadah al Hamra 004,1990,28.95,12.46667,296.0
Hammadah al Hamra 005,1990,28.88333,12.48333,891.0
Hammadah al Hamra 006,1990,28.9,12.58333,458.0
Hammadah al Hamra 007,1990,28.75,12.68333,585.0
Hammadah al Hamra 008,1990,28.46667,12.81667,569.0
Hammadah al Hamra 009,1990,28.65,12.7,121.0
Hammadah al Hamra 010,1990,28.65,12.63333,2079.0
Hammadah al Hamra 011,1990,28.61667,12.53333,300.0
Hammadah al Hamra 012,1990,28.63333,12.63333,478.0
Hammadah al Hamra 013,1990,28.71667,12.63333,424.0
Hammadah al Hamra 014,1990,28.83333,12.51667,94.0
Hammadah al Hamra 017,1990,29.03333,12.41667,339.0
Hammadah al Hamra 018,1990,29.05,12.48333,815.0
Hammadah al Hamra 019,1990,29.06667,12.68333,13431.0
Hammadah al Hamra 020,1990,28.96667,12.7,221.0
Hammadah al Hamra 021,1990,28.96667,12.61667,127.0
Hammadah al Hamra 022,1990,28.93333,12.33333,226.0
Hammadah al Hamra 023,1990,28.88333,12.41667,46.0
Hammadah al Hamra 024,1990,28.91667,12.76667,78.0
Hammadah al Hamra 025,1990,28.91667,12.91667,43.0
Hammadah al Hamra 026,1990,28.85,12.85,166.0
Hammadah al Hamra 027,1990,28.81667,12.96667,44.0
Hammadah al Hamra 028,1990,28.81667,12.73333,143.0
Hammadah al Hamra 029,1990,28.8,12.71667,268.0
Hammadah al Hamra 030,1990,28.76667,12.83333,21.0
Hammadah al Hamra 031,1990,28.78333,13.03333,233.0
Hammadah al Hamra 032,1990,28.78333,13.21667,129.0
Hammadah al Hamra 033,1990,28.85,13.06667,759.0
Hammadah al Hamra 034,1990,28.86667,12.65,111.0
Hammadah al Hamra 035,1990,28.81667,12.55,213.0
Hammadah al Hamra 036,1990,28.83333,12.3,184.0
Hammadah al Hamra 037,1990,29.06667,12.6,575.0
Hammadah al Hamra 038,1990,29.08333,12.76667,233.0
Hammadah al Hamra 039,1990,29.11667,12.35,56.0
Hammadah al Hamra 040,1990,29.1,11.83333,4411.0
Hammadah al Hamra 041,1990,29.16667,12.08333,46.0
Hughes 001,1990,-30.45,129.5,379.0
Juderina Spring,1990,-25.91667,119.3,2198.0
La Serena,1990,,,663.0
Leonora,1990,-28.84519,121.397,2572.0
Lewis Cliff 90500,1990,-84.29139,161.51971,294.7
Loongana 001,1990,-30.6,127.16667,179.0
Loongana 003,1990,-30.53583,127.33967,58.0
Muckera 015,1990,-30.06,130.025,40.0
Mundrabilla 018,1990,-30.5,127.5,24.0
Nullarbor 002,1990,,,1076.0
Nullarbor 003,1990,,,272.0
Nullarbor 004,1990,,,525.0
Nullarbor 005,1990,,,242.0
Nullarbor 006,1990,,,1176.0
Nullarbor 007,1990,,,51.0
Nullarbor 018,1990,,,1000.0
Ocotillo,1990,32.83333,-116.06667,28570.0
Österplana 005,1990,58.58333,13.43333,
Oyogos-Yar,1990,72.68333,143.53333,1200.0
Pallasovka,1990,49.86667,46.61167,198000.0
Plateau du Tademait 001,1990,28.01667,0.3,99.0
Powellsville,1990,38.66667,-82.78333,4310.0
Pozo Almonte,1990,,,7800.0
Queen Alexandra Range 90200,1990,-84.59784,162.25299,9216.7
Queen Alexandra Range 90201,1990,-84.59622,162.33977,1282.5
Queen Alexandra Range 90202,1990,-84.59633,162.32288,440.0
Queen Alexandra Range 90203,1990,-84.59301,162.78484,1132.1
Queen Alexandra Range 90204,1990,-84.6109,162.14203,334.6
Queen Alexandra Range 90205,1990,-84.59612,162.30508,458.5
Queen Alexandra Range 90206,1990,-84.5958,162.33755,548.9
Queen Alexandra Range 90207,1990,-84.59951,162.2393,366.9
Queen Alexandra Range 90208,1990,-84.5978,162.40027,811.6
Queen Alexandra Range 90209,1990,-84.59508,162.34795,560.4
Queen Alexandra Range 90210,1990,-84.60576,162.17358,316.1
Queen Alexandra Range 90211,1990,-84.58632,162.61342,436.3
Queen Alexandra Range 90212,1990,-84.58632,162.61005,607.4
Queen Alexandra Range 90213,1990,-84.586,162.61565,389.0
Queen Alexandra Range 90214,1990,-84.60076,162.2245,571.3
Queen Alexandra Range 90215,1990,-84.6067,162.16708,358.9
Queen Alexandra Range 90216,1990,-84.60051,162.2279,359.3
